0.000000,-0.002889
0.063467,0.055765
0.126933,0.115252
0.190400,0.175284
0.253866,0.235549
0.317333,0.295719
0.380799,0.355449
0.444266,0.414388
0.507732,0.472178
0.571199,0.528464
0.634665,0.582895
0.698132,0.635135
0.761598,0.684859
0.825065,0.731766
0.888531,0.775577
0.951998,0.816040
1.015464,0.852932
1.078931,0.886062
1.142397,0.915269
1.205864,0.940423
1.269330,0.961428
1.332797,0.978215
1.396263,0.990746
1.459730,0.999011
1.523196,1.003021
1.586663,1.002816
1.650129,0.998450
1.713596,0.990000
1.777063,0.977558
1.840529,0.961227
1.903996,0.941127
1.967462,0.917382
2.030929,0.890126
2.094395,0.859500
2.157862,0.825650
2.221328,0.788725
2.284795,0.748875
2.348261,0.706257
2.411728,0.661026
2.475194,0.613342
2.538661,0.563364
2.602127,0.511258
2.665594,0.457189
2.729060,0.401331
2.792527,0.343859
2.855993,0.284957
2.919460,0.224817
2.982926,0.163640
3.046393,0.101633
3.109859,0.039017
3.173326,-0.023977
3.236792,-0.087108
3.300259,-0.150126
3.363725,-0.212769
3.427192,-0.274769
3.490659,-0.335852
3.554125,-0.395740
3.617592,-0.454153
3.681058,-0.510814
3.744525,-0.565451
3.807991,-0.617797
3.871458,-0.667600
3.934924,-0.714619
3.998391,-0.758629
4.061857,-0.799426
4.125324,-0.836823
4.188790,-0.870658
4.252257,-0.900789
4.315723,-0.927099
4.379190,-0.949491
4.442656,-0.967892
4.506123,-0.982253
4.569589,-0.992542
4.633056,-0.998749
4.696522,-1.000883
4.759989,-0.998968
4.823455,-0.993046
4.886922,-0.983173
4.950388,-0.969417
5.013855,-0.951861
5.077321,-0.930599
5.140788,-0.905733
5.204254,-0.877378
5.267721,-0.845656
5.331188,-0.810700
5.394654,-0.772648
5.458121,-0.731648
5.521587,-0.687855
5.585054,-0.641430
5.648520,-0.592541
5.711987,-0.541360
5.775453,-0.488068
5.838920,-0.432848
5.902386,-0.375886
5.965853,-0.317375
6.029319,-0.257507
6.092786,-0.196476
6.156252,-0.134478
6.219719,-0.071705
6.283185,-0.008352
